Geneid	/data/users/egraf/RNAseq/5_samtools_sort_2/HER21_sorted.bam	/data/users/egraf/RNAseq/5_samtools_sort_2/HER22_sorted.bam	/data/users/egraf/RNAseq/5_samtools_sort_2/HER23_sorted.bam	/data/users/egraf/RNAseq/5_samtools_sort_2/NonTNBC1_sorted.bam	/data/users/egraf/RNAseq/5_samtools_sort_2/NonTNBC2_sorted.bam	/data/users/egraf/RNAseq/5_samtools_sort_2/NonTNBC3_sorted.bam	/data/users/egraf/RNAseq/5_samtools_sort_2/Normal1_sorted.bam	/data/users/egraf/RNAseq/5_samtools_sort_2/Normal2_sorted.bam	/data/users/egraf/RNAseq/5_samtools_sort_2/Normal3_sorted.bam	/data/users/egraf/RNAseq/5_samtools_sort_2/TNBC1_sorted.bam	/data/users/egraf/RNAseq/5_samtools_sort_2/TNBC2_sorted.bam	/data/users/egraf/RNAseq/5_samtools_sort_2/TNBC3_sorted.bam
ENSG00000287624	9	33	14	4	8	4	2	0	0	23	10	5
ENSG00000265538	0	0	0	1	0	0	0	0	0	1	0	0
ENSG00000275816	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000200262	0	0	0	1	0	2	0	0	0	1	0	0
ENSG00000213478	1	0	0	6	2	1	0	0	5	12	2	7
ENSG00000123091	948	1241	924	4460	1135	1277	1506	4512	5439	930	1637	1675
ENSG00000233406	9	7	5	9	6	2	7	10	5	8	3	6
ENSG00000236434	8	8	7	1	5	6	2	5	1	9	2	1
ENSG00000232027	17	15	8	3	2	5	0	3	2	4	1	2
ENSG00000206595	4	7	3	2	3	2	0	0	0	5	0	1
ENSG00000238140	11	23	8	6	4	11	1	1	4	6	2	6
ENSG00000252032	2	0	0	0	1	0	0	0	0	2	0	3
ENSG00000285268	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234711	0	1	0	1	0	4	1	0	2	2	1	1
ENSG00000283040	0	0	0	1	3	1	1	0	0	3	5	0
ENSG00000237330	7	3	13	91	65	26	127	480	394	6	9	11
ENSG00000131591	52	75	70	119	131	96	193	360	271	68	51	61
ENSG00000223823	0	0	2	0	7	4	1	0	1	1	1	1
ENSG00000272141	0	4	4	18	24	14	17	35	14	8	6	11
ENSG00000085831	139	57	316	4329	1092	1097	691	1007	831	250	209	243
ENSG00000239794	6	9	3	0	0	4	0	0	2	18	3	1
ENSG00000187634	38	11	90	17	74	141	16	37	39	9	12	14
ENSG00000156875	29	23	45	82	60	65	30	114	104	60	63	63
ENSG00000241073	3	10	5	0	1	3	0	0	0	4	0	0
ENSG00000156876	115	223	174	62	76	56	24	87	63	132	44	57
ENSG00000226952	2	3	5	0	2	2	0	2	0	3	0	1
ENSG00000137992	270	507	236	583	538	557	177	414	435	511	433	402
ENSG00000271415	1	3	4	1	3	1	0	0	2	1	1	0
ENSG00000225169	2	0	4	1	2	2	0	0	0	3	3	2
ENSG00000230287	0	2	0	0	1	0	0	0	0	3	1	0
ENSG00000137996	280	410	494	663	382	382	235	548	562	453	400	460
ENSG00000207750	1	3	11	2	0	2	0	0	0	3	2	1
ENSG00000137948	21	0	0	7	14	35	1	1	5	18	7	8
ENSG00000121774	1322	2129	1179	1367	961	1113	1946	4600	4809	1368	714	768
ENSG00000203325	10	27	3	8	7	12	2	8	6	24	4	6
ENSG00000121775	49	120	43	241	97	66	196	343	352	245	146	106
ENSG00000266203	0	0	0	0	0	0	1	0	0	1	0	0
ENSG00000276493	0	0	0	0	3	1	0	1	0	1	1	3
ENSG00000025800	930	2364	1163	2042	1050	1073	555	2459	3031	1463	941	642
ENSG00000160050	37	37	21	149	61	64	60	198	123	101	63	37
ENSG00000231346	1	1	1	2	3	1	4	16	20	13	2	3
ENSG00000064703	223	505	330	597	261	250	107	414	489	409	240	351
ENSG00000122406	3170	3239	4686	7050	4227	5711	19181	35729	26250	4783	6717	4697
ENSG00000154511	233	182	217	239	112	106	156	221	553	99	193	135
ENSG00000206680	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207523	358	105	108	49	38	32	4	12	3	14	11	6
ENSG00000207022	0	0	1	0	1	0	0	0	2	4	0	0
ENSG00000252121	1	0	1	0	0	0	0	0	0	3	0	0
ENSG00000239710	0	0	0	1	1	3	0	0	0	4	3	2
ENSG00000287797	3	4	0	1	4	0	0	1	0	7	5	1
ENSG00000252752	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000222664	0	0	0	0	1	0	1	0	0	3	0	2
ENSG00000251837	0	0	0	1	0	1	0	0	0	1	1	0
ENSG00000143033	596	810	775	499	330	328	193	582	597	570	366	402
ENSG00000235432	0	0	0	0	0	4	0	0	0	4	3	2
ENSG00000189410	1	2	2	8	14	8	47	53	27	19	6	2
ENSG00000251914	0	0	0	1	1	0	0	0	0	0	0	0
ENSG00000221808	6	5	7	2	0	3	0	0	0	0	0	1
ENSG00000233072	9	18	7	2	4	4	0	0	1	2	2	0
ENSG00000236073	2	11	3	0	2	1	0	0	0	0	1	1
ENSG00000235112	9	10	1	5	3	1	0	0	0	7	6	1
ENSG00000287192	0	0	0	6	0	2	1	1	0	4	2	3
ENSG00000117298	933	889	490	2271	1202	818	2110	6000	8530	406	720	220
ENSG00000231105	20	25	17	11	14	24	6	7	18	19	9	15
ENSG00000143502	123	104	68	51	225	605	307	323	191	174	72	164
ENSG00000251789	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000178395	1	0	1	1	1	2	1	0	2	4	6	0
ENSG00000206835	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000162620	6	7	16	17	32	58	8	16	10	46	6	26
ENSG00000116783	0	0	6	0	4	12	0	1	0	3	2	0
ENSG00000237324	3	1	2	1	2	2	0	0	1	3	0	0
ENSG00000233894	0	0	0	0	0	2	0	1	0	6	0	0
ENSG00000162621	3	0	0	2	5	4	0	0	0	17	1	1
ENSG00000178965	4	1	2	39	14	18	41	52	40	42	9	14
ENSG00000272864	0	3	1	0	2	3	0	2	2	4	1	3
ENSG00000116791	67	180	208	623	293	524	275	722	435	660	381	561
ENSG00000162623	127	222	215	305	244	337	242	373	417	398	212	298
ENSG00000259030	17	6	9	19	30	18	1	1	9	31	12	9
ENSG00000215909	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000222952	0	0	1	0	0	2	0	0	0	0	1	1
ENSG00000237445	0	0	0	0	0	0	0	2	0	0	1	0
ENSG00000253085	1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000199352	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201588	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199337	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200381	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199396	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200624	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202521	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200343	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201321	1	3	2	0	0	0	0	0	0	0	1	0
ENSG00000199910	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199334	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199270	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202526	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201355	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201925	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202257	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200370	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212237	0	1	0	0	2	3	0	0	0	3	5	3
ENSG00000183929	2	4	0	2	2	0	1	0	2	6	5	6
ENSG00000206878	0	2	0	0	0	1	0	0	0	2	3	0
ENSG00000154358	411	1086	152	513	304	313	455	1013	932	618	377	381
ENSG00000284964	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206828	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284842	0	0	0	1	0	1	0	0	0	0	0	0
ENSG00000275229	0	0	0	0	0	2	0	0	0	2	1	1
ENSG00000226500	0	0	0	0	1	0	0	0	0	1	1	0
ENSG00000233030	13	16	26	6	13	6	14	13	8	39	11	12
ENSG00000183598	85	51	19	22	43	17	8	3	3	40	69	33
ENSG00000264207	3	2	0	0	0	0	0	0	0	0	0	0
ENSG00000184260	362	392	562	1662	421	306	8	6	2	732	433	421
ENSG00000184270	348	168	210	455	220	219	8	3	2	157	220	126
ENSG00000178096	50	60	49	98	78	93	48	69	46	128	113	106
ENSG00000159164	37	23	10	134	47	90	92	206	334	156	79	59
ENSG00000143368	200	514	184	288	167	205	1332	1446	2187	440	250	484
ENSG00000150337	32	49	154	160	35	44	9	21	11	76	61	55
ENSG00000231333	0	4	3	5	2	7	3	5	5	3	0	2
ENSG00000170128	6	6	7	0	0	2	1	1	1	1	4	3
ENSG00000201032	0	0	2	0	0	2	0	0	0	0	2	0
ENSG00000116852	220	134	281	154	141	244	45	227	208	224	156	100
ENSG00000116857	419	499	213	2052	683	776	776	1220	960	572	825	554
ENSG00000163395	33	1	4	30	59	72	20	281	68	128	50	37
ENSG00000226970	0	1	0	1	0	2	1	1	0	7	0	2
ENSG00000199959	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000203943	6	3	4	27	33	95	7	33	19	28	15	5
ENSG00000285361	0	6	0	3	2	4	2	2	0	9	0	1
ENSG00000228153	3	27	2	1	5	11	0	0	0	10	4	6
ENSG00000252650	0	0	0	2	0	0	0	0	0	5	0	3
ENSG00000251861	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000287197	0	5	1	3	7	9	0	0	0	16	7	4
ENSG00000229657	1	21	2	2	1	3	1	7	6	39	6	5
ENSG00000174529	14	44	14	34	16	13	54	55	121	18	22	25
ENSG00000271580	23	28	9	6	9	5	2	3	1	12	6	8
ENSG00000116984	1446	1945	1243	2388	1616	1356	360	994	1516	1629	1599	972
ENSG00000223306	0	0	0	1	2	0	0	0	0	3	1	2
ENSG00000143742	4354	3270	2187	7090	2548	3020	1111	2560	1974	1966	1606	2620
ENSG00000234112	2	0	0	0	2	5	2	1	0	8	1	0
ENSG00000242861	23	13	26	33	26	48	51	138	175	25	22	27
ENSG00000196187	1271	1278	870	1294	681	962	1002	2511	2004	640	733	380
ENSG00000243709	1	1	0	2	0	0	1	3	0	1	1	0
ENSG00000255835	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284519	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248322	0	0	0	0	1	0	0	0	0	3	0	1
ENSG00000143768	1	0	0	2	8	10	4	6	17	6	79	13
ENSG00000213032	0	0	0	0	3	0	0	0	0	4	2	0
ENSG00000143819	642	537	237	1620	327	311	1466	1788	2448	347	226	313
ENSG00000116649	107	367	168	358	212	163	550	1170	958	135	202	216
ENSG00000171824	422	965	474	945	628	497	586	1558	1631	511	384	566
ENSG00000253086	1	4	2	0	1	1	0	0	0	2	0	4
ENSG00000117614	252	312	251	1306	378	470	609	1027	1480	284	384	253
ENSG00000117616	516	647	563	1346	718	775	1247	3304	4249	430	511	355
ENSG00000272432	2	0	1	8	3	3	5	4	2	5	5	1
ENSG00000261349	0	6	0	9	1	2	3	12	6	1	1	0
ENSG00000187010	1	25	1	8	15	7	13	40	56	0	10	0
ENSG00000259984	1	0	1	5	0	0	0	0	2	0	1	0
ENSG00000183726	629	804	869	4823	1301	1317	1134	2540	2388	886	1203	1059
ENSG00000238084	13	22	17	20	9	4	1	4	2	9	9	8
ENSG00000204178	415	488	506	2295	876	899	339	1021	1286	377	602	472
ENSG00000198860	244	653	409	884	279	467	242	288	242	591	691	388
ENSG00000199840	0	0	0	1	1	4	0	0	0	2	0	0
ENSG00000160838	6	8	2	9	12	18	10	11	10	28	10	20
ENSG00000211581	1	0	1	0	0	0	1	1	3	1	0	2
ENSG00000266160	1	1	0	6	3	2	0	0	0	4	2	0
ENSG00000155816	17	1	5	27	16	22	9	59	67	50	26	21
ENSG00000252317	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233519	1	0	0	3	1	1	0	0	0	3	2	2
ENSG00000180875	20	0	2	9	22	56	80	275	613	19	18	15
ENSG00000224359	2	0	0	3	0	0	0	0	0	0	0	0
ENSG00000226014	0	0	1	2	0	1	0	0	0	5	3	6
ENSG00000231440	0	0	1	0	0	0	0	0	0	9	0	1
ENSG00000228844	0	0	1	5	2	1	0	0	0	4	2	0
ENSG00000251750	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000234872	0	0	0	1	2	0	1	0	0	11	2	0
ENSG00000143382	158	53	111	87	54	110	168	336	569	144	180	95
ENSG00000184007	1742	2393	2393	8296	3132	3107	2863	6052	6395	3145	1583	2002
ENSG00000157077	280	1021	498	863	457	689	386	802	1168	213	400	184
ENSG00000162493	168	10	145	191	87	102	173	955	963	49	151	87
ENSG00000162542	251	147	233	450	177	209	478	876	880	218	344	166
ENSG00000178922	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000121753	62	27	20	489	164	232	110	365	266	84	58	45
ENSG00000162631	21	27	17	9	13	14	2	4	3	39	10	32
ENSG00000235098	17	14	22	115	18	26	91	81	106	32	79	52
ENSG00000143740	418	617	224	520	306	374	219	612	514	382	261	280
ENSG00000117411	148	265	179	1029	295	296	316	838	757	160	401	366
ENSG00000162745	279	174	158	302	297	297	119	1022	1235	194	284	126
ENSG00000187862	14	6	16	25	20	35	7	16	31	74	19	24
ENSG00000162891	3	0	2	127	170	55	17	25	20	14	5	7
ENSG00000137976	3	1	2	5	2	5	2	4	2	11	5	1
ENSG00000203663	2	1	2	4	2	2	0	0	2	14	1	3
ENSG00000198128	0	0	2	6	3	3	0	0	0	7	2	8
ENSG00000171180	0	0	0	5	4	3	0	2	3	21	3	14
ENSG00000157873	210	147	301	577	223	261	648	1286	662	249	190	239
ENSG00000204505	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000177151	0	0	0	0	0	1	0	0	0	1	2	0
ENSG00000180708	0	0	0	2	10	5	0	0	0	7	1	3
ENSG00000162775	547	844	839	1149	559	515	361	705	1221	895	514	666
ENSG00000081692	132	291	113	250	121	142	79	152	89	141	161	144
ENSG00000179023	8	1	49	41	331	343	6	3	34	7	6	2
ENSG00000173171	63	46	50	275	104	98	89	146	107	71	97	110
ENSG00000143862	220	272	203	1370	546	613	498	1539	1912	399	563	464
ENSG00000170075	8	5	3	29	15	28	9	29	14	86	21	32
ENSG00000143376	891	2047	761	2037	1085	1326	365	1113	1350	1295	921	803
ENSG00000250734	4	5	2	3	5	1	0	1	0	9	2	5
ENSG00000159409	6	4	7	19	26	20	0	4	3	80	26	42
ENSG00000178796	0	0	3	6	14	9	3	1	1	18	6	3
ENSG00000236940	0	0	0	1	0	0	0	0	0	4	1	0
ENSG00000143436	153	509	169	1194	315	391	283	549	443	1047	580	1210
ENSG00000143450	18	54	15	37	22	31	28	32	29	41	19	59
ENSG00000232937	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269489	2	10	1	0	1	1	0	1	0	1	1	0
ENSG00000213171	4	3	2	22	27	24	5	7	8	47	22	20
ENSG00000196407	14	10	8	30	12	9	13	35	28	55	21	44
ENSG00000159445	163	399	109	345	204	171	139	302	203	210	108	331
ENSG00000223810	0	1	0	1	4	2	1	0	0	7	2	8
ENSG00000197747	632	914	366	2637	733	733	1808	3475	3937	625	1540	3122
ENSG00000123473	195	1061	406	658	180	172	55	627	180	476	233	607
ENSG00000198854	0	0	0	1	2	5	0	0	3	8	2	4
ENSG00000229713	0	0	0	1	0	0	0	0	0	4	0	0
ENSG00000233819	0	0	0	2	1	0	0	0	0	8	0	2
ENSG00000240386	0	0	0	3	4	0	0	0	0	5	3	8
ENSG00000186226	2	0	1	0	1	4	0	0	0	6	0	4
ENSG00000172155	0	0	0	2	0	2	0	0	0	3	0	0
ENSG00000236274	15	16	13	5	16	12	0	1	1	12	3	4
ENSG00000020129	162	161	136	854	401	454	202	469	472	273	215	276
ENSG00000116819	13	29	12	23	24	29	26	45	51	61	20	49
ENSG00000237763	0	0	0	0	0	1	0	0	0	0	9	2
ENSG00000174876	1	0	0	0	0	3	1	2	3	16	1	1
ENSG00000187733	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000186603	5	53	10	12	9	5	8	18	6	21	34	12
ENSG00000197454	0	0	0	2	1	2	0	1	0	2	0	2
ENSG00000162430	356	286	391	1155	484	481	1085	2810	3034	347	489	425
ENSG00000173212	4	1	5	17	9	10	4	2	1	35	7	13
ENSG00000163531	199	2058	223	91	126	179	294	1070	2003	1908	813	317
ENSG00000184144	35	25	13	42	57	65	3	26	12	117	38	75
ENSG00000143028	13	3	4	14	15	10	10	41	29	32	15	14
ENSG00000154429	757	1001	438	882	301	231	190	634	1353	627	405	415
ENSG00000252506	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000252051	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230331	0	0	0	0	0	1	0	0	0	1	0	0
ENSG00000143632	18	6	7	60	2	3	4	2	3	50	108	92
ENSG00000226920	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279667	2	6	3	5	6	3	1	5	5	22	1	0
ENSG00000187815	47	105	60	181	89	89	21	43	49	122	32	65
ENSG00000238186	3	15	1	19	6	9	5	5	2	13	2	7
ENSG00000117010	35	50	45	122	38	47	23	36	35	111	47	41
ENSG00000286838	0	1	0	2	1	1	0	0	1	7	0	1
ENSG00000236505	0	0	0	0	0	1	0	0	0	2	1	0
ENSG00000229820	4	1	1	4	3	4	1	1	0	6	0	5
ENSG00000221216	1	0	1	2	0	3	0	1	0	0	0	0
ENSG00000242125	321	526	302	633	379	471	204	1109	619	583	269	307
ENSG00000274266	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200087	7289	7413	4714	7328	6738	6257	1	29	17	1576	3203	1262
ENSG00000231468	4	6	2	10	3	7	1	5	5	16	8	0
ENSG00000279443	4	0	6	8	4	16	34	75	114	16	4	12
ENSG00000180098	99	97	149	367	159	183	169	372	224	226	165	180
ENSG00000221539	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278274	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273544	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280498	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274582	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188060	52	76	61	252	44	48	16	64	70	74	96	57
ENSG00000270103	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274978	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243480	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000117266	44	343	46	105	44	51	240	449	331	172	82	94
ENSG00000225522	0	0	0	3	2	2	0	1	0	2	3	0
ENSG00000174567	1	1	24	112	16	24	38	37	46	40	14	14
ENSG00000231691	13	9	10	5	7	14	1	2	2	15	3	5
ENSG00000219133	2	3	3	5	1	1	4	1	0	2	1	1
ENSG00000280924	4	0	3	6	6	2	2	3	3	10	4	3
ENSG00000237848	3	1	0	1	0	2	3	4	6	1	0	1
ENSG00000236779	18	19	19	10	4	5	3	5	1	12	5	4
ENSG00000200408	0	0	0	2	2	0	0	0	0	1	0	0
ENSG00000240710	13	10	8	2	8	6	3	16	6	15	4	4
ENSG00000240219	20	92	7	7	33	26	23	126	31	72	24	16
ENSG00000228729	7	25	5	2	3	4	2	1	1	8	4	2
ENSG00000236636	7	21	11	0	8	3	0	0	0	5	2	4
ENSG00000287525	12	19	9	0	6	8	0	0	1	10	2	1
ENSG00000233940	0	0	0	1	2	1	0	1	0	2	0	1
ENSG00000228348	0	1	0	2	2	3	2	1	0	3	0	2
ENSG00000201868	1	0	0	5	3	7	0	0	0	4	3	9
ENSG00000240374	2	1	1	3	1	2	0	1	0	2	1	1
ENSG00000201542	1	3	0	0	1	1	0	0	0	2	0	0
ENSG00000203910	2	3	1	2	6	4	0	0	0	5	4	1
ENSG00000233125	0	0	0	1	1	1	1	0	0	2	2	1
ENSG00000174842	167	221	219	113	162	172	74	162	115	202	128	108
ENSG00000122484	432	731	601	530	599	671	138	330	384	530	403	345
ENSG00000242764	0	0	1	1	1	1	0	0	0	1	1	0
ENSG00000223787	2	13	7	0	3	4	1	0	1	6	3	1
ENSG00000229992	3	8	6	2	5	1	0	1	0	2	1	2
ENSG00000201317	1	5	7	0	4	1	0	1	0	3	0	0
ENSG00000225505	18	23	13	4	7	10	0	1	0	12	5	7
ENSG00000234202	0	0	1	1	1	0	0	0	0	3	0	0
ENSG00000223896	5	9	13	1	3	2	0	1	0	8	2	0
ENSG00000279111	0	0	0	0	0	0	0	0	0	2	0	2
ENSG00000187701	0	0	0	0	0	1	0	0	0	1	0	0
ENSG00000231237	0	0	0	0	0	2	0	0	0	0	0	1
ENSG00000203757	0	2	0	8	3	2	0	0	0	12	1	4
ENSG00000229724	0	0	0	2	0	1	0	0	0	4	0	2
ENSG00000180409	0	0	0	2	0	1	0	0	0	4	0	3
ENSG00000163563	158	78	226	326	61	100	9	29	22	162	94	115
ENSG00000196266	0	0	0	2	2	1	0	0	0	9	1	4
ENSG00000196772	0	0	0	3	1	0	0	0	0	1	2	0
ENSG00000232908	0	0	0	3	2	3	0	0	0	1	1	0
ENSG00000197591	0	0	0	1	0	0	0	0	0	5	1	0
ENSG00000162722	7	6	7	22	13	12	39	52	37	29	17	22
ENSG00000238243	3	0	1	3	3	1	1	5	3	11	9	6
ENSG00000177275	0	0	1	2	1	3	0	0	2	4	0	2
ENSG00000226191	0	0	0	3	2	1	2	1	2	4	1	4
ENSG00000224830	1	0	0	0	1	2	0	0	0	0	3	0
ENSG00000279263	0	0	0	0	4	2	0	0	0	7	1	0
ENSG00000197532	1	0	1	4	7	5	0	0	0	9	2	6
ENSG00000234512	0	0	1	7	11	11	0	0	0	21	12	6
ENSG00000235907	1	1	2	0	0	0	0	0	1	2	0	0
ENSG00000121903	102	175	153	371	153	174	29	40	76	163	126	185
ENSG00000198104	0	0	0	5	4	3	0	0	6	6	7	7
ENSG00000177233	0	0	1	3	2	1	0	0	0	4	3	3
ENSG00000162727	0	0	0	0	0	0	0	0	0	1	1	0
ENSG00000198601	0	0	0	0	1	1	0	0	0	2	1	0
ENSG00000239428	0	0	0	0	2	0	0	1	0	5	3	0
ENSG00000234333	0	0	0	0	0	2	0	0	0	5	0	3
ENSG00000034971	4	0	2	3	2	4	19	57	30	22	6	3
ENSG00000187730	3	7	14	26	32	19	3	14	12	10	19	17
ENSG00000270620	5	6	2	4	4	5	1	1	1	6	1	1
ENSG00000116809	140	123	179	418	143	152	273	794	646	160	209	185
ENSG00000234607	5	3	5	6	3	5	3	0	0	14	4	1
ENSG00000231353	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275503	0	0	0	0	1	2	0	1	0	4	2	5
ENSG00000224966	0	1	0	4	2	3	0	1	0	10	4	3
ENSG00000183888	4	0	63	18	148	96	25	46	21	11	3	8
ENSG00000233078	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173641	6	3	8	17	13	9	36	52	109	3	16	16
ENSG00000186510	6	0	5	30	17	13	14	16	31	21	21	11
ENSG00000185519	0	0	7	8	2	2	3	9	5	11	3	7
ENSG00000285986	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000177462	2	0	0	3	4	3	3	0	0	6	2	6
ENSG00000278480	0	0	4	5	3	8	1	3	3	5	5	7
ENSG00000236045	1	1	2	1	1	1	1	2	5	0	2	4
ENSG00000142634	298	207	355	1338	428	322	913	1889	2062	347	449	350
ENSG00000162438	3	0	2	21	10	12	3	22	15	20	16	21
ENSG00000169214	0	0	2	4	2	1	1	2	0	4	4	1
ENSG00000239395	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000153230	0	0	0	4	4	2	1	0	0	3	1	1
ENSG00000228336	1	2	1	9	5	3	0	0	0	25	6	3
ENSG00000173285	1	0	0	3	5	4	0	0	0	11	2	11
ENSG00000177201	1	0	0	2	3	0	0	0	0	13	4	2
ENSG00000177212	2	0	0	0	2	4	0	0	0	9	0	4
ENSG00000160062	56	229	67	345	151	169	53	299	361	145	115	170
ENSG00000176261	120	226	169	856	188	172	100	138	112	244	180	163
ENSG00000242769	0	0	0	1	1	1	0	0	0	6	1	0
ENSG00000213281	1060	1300	865	2058	781	926	466	1575	1461	1392	1789	1867
ENSG00000201900	13	32	11	2	7	6	1	3	5	10	7	4
ENSG00000052723	609	1091	670	1142	543	509	168	556	727	954	652	925
ENSG00000182783	0	0	0	1	1	1	0	0	0	1	0	2
ENSG00000278267	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284332	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186092	0	0	0	0	1	3	0	0	0	0	0	0
ENSG00000239945	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233750	0	0	1	1	3	3	5	1	0	3	0	1
ENSG00000222623	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000241599	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188558	1	0	3	10	8	5	0	0	1	25	6	6
ENSG00000196240	0	0	0	2	0	3	0	0	0	11	4	6
ENSG00000197437	1	0	3	1	1	4	0	0	0	9	2	0
ENSG00000221888	0	1	0	4	2	2	0	0	0	2	5	1
ENSG00000228198	6	0	0	7	7	6	0	0	2	33	9	10
ENSG00000184022	5	0	0	1	2	0	0	0	0	5	3	4
ENSG00000197403	0	0	0	7	6	1	0	0	0	9	6	12
ENSG00000279301	2	0	0	6	5	8	0	0	0	6	2	4
ENSG00000198967	2	1	1	2	8	6	0	0	0	6	3	4
ENSG00000163554	7	4	18	22	21	21	23	1	2	66	13	32
ENSG00000229051	0	1	1	13	5	2	0	0	1	12	0	6
ENSG00000132485	1126	2222	1553	1630	1185	1355	574	1850	1595	1472	982	1460
ENSG00000207721	3	14	11	13	8	7	0	6	1	7	6	4
ENSG00000226324	0	0	0	0	0	2	0	0	0	2	0	0
ENSG00000231985	0	0	0	1	1	0	0	0	0	0	0	1
ENSG00000271618	0	0	0	0	0	0	0	0	0	3	0	1
ENSG00000143418	499	846	652	3260	1524	1246	1507	1911	2518	621	742	1158
ENSG00000259357	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143412	41	16	91	670	287	441	213	200	314	112	58	87
ENSG00000143363	236	734	242	1093	300	379	284	431	479	455	389	653
ENSG00000200759	0	0	0	0	1	0	0	0	0	1	0	0
ENSG00000163141	10	38	48	1101	418	418	173	386	500	130	235	305
ENSG00000143443	29	53	50	84	35	33	52	75	122	66	37	68
ENSG00000197622	1651	1844	1779	4116	1155	1486	1354	3282	3628	1701	1507	2534
ENSG00000213190	56	31	21	236	44	44	83	254	108	94	93	161
ENSG00000162783	373	560	286	1155	322	641	12611	4861	10302	267	468	262
ENSG00000160785	279	563	355	995	409	404	1554	1654	2204	568	427	563
ENSG00000091483	232	1372	667	2211	521	414	821	947	920	919	870	709
ENSG00000117009	157	45	445	96	22	35	21	35	17	59	52	74
ENSG00000054277	36	56	48	386	51	50	74	223	198	100	252	89
ENSG00000203668	471	1943	638	2001	322	407	155	651	705	690	1057	963
ENSG00000197785	58	143	142	472	191	160	266	418	400	171	258	192
ENSG00000160075	454	738	518	2328	1088	904	1066	2023	2308	729	924	725
ENSG00000197530	96	130	106	512	365	288	455	1075	938	179	302	156
ENSG00000116128	252	475	195	237	422	424	290	405	867	394	316	169
ENSG00000229022	0	0	0	1	1	2	0	0	0	4	1	2
ENSG00000174371	92	1074	257	728	82	93	14	45	11	515	293	315
ENSG00000235990	1	8	0	0	1	1	0	0	0	3	0	3
ENSG00000196289	0	2	0	0	3	2	0	0	0	7	4	3
ENSG00000213026	0	0	0	1	4	3	2	5	3	7	1	0
ENSG00000197769	6	1	0	7	5	10	26	38	80	10	8	4
